Ride_ID,Timestamp,Origin_Latitude,Origin_Longitude,Destination_Latitude,Destination_Longitude,Distance_km,Duration_min,Fare,Payment_Method,User_ID,User_Age,User_Gender,Driver_ID,Driver_Rating,Vehicle_Type,Surge_Multiplier,Ride_Canceled
RIDE00299,2023-08-17 05:33:25,40.77739,-73.96348,40.71975,-73.8607,7.89,6.2,12.77,Credit Card,USER0422,28,Male,DRIVER028,4.3,Luxury,1.0,Yes
RIDE00300,2023-03-27 16:06:05,40.60931,-73.99851,40.87731,-73.71944,22.01,12.8,7.0,Cash,USER0212,55,Female,DRIVER068,3.7,Luxury,1.0,No
RIDE00301,2023-01-03 05:46:13,40.86862,-73.85959,40.72963,-73.84335,7.51,46.0,32.38,Credit Card,USER0194,26,Male,DRIVER041,4.5,Economy,1.2,Yes
RIDE00302,2023-01-28 20:01:13,40.57256,-74.0021,40.62455,-74.15063,12.98,18.2,35.99,Credit Card,USER0143,38,Non-binary,DRIVER152,4.2,Economy,1.5,No
RIDE00303,2023-10-02 16:32:21,40.76294,-73.85474,40.71623,-73.75349,9.86,33.1,23.42,Credit Card,USER0432,19,Male,DRIVER144,4.1,Luxury,1.0,No
RIDE00304,2023-09-03 13:54:34,40.79639,-73.96239,40.5116,-73.72921,7.37,43.5,33.59,Cash,USER0462,25,Non-binary,DRIVER064,4.8,Luxury,2.0,No
RIDE00305,2023-01-23 03:49:05,40.5367,-74.01378,40.52018,-74.17406,22.77,16.0,42.9,Credit Card,USER0098,21,Non-binary,DRIVER021,4.5,Economy,1.5,No
RIDE00306,2023-03-30 18:15:39,40.65048,-73.80317,40.53445,-73.9015,20.17,31.4,47.35,Cash,USER0419,38,Non-binary,DRIVER086,3.8,Economy,1.0,Yes
RIDE00307,2023-01-27 15:53:34,40.56296,-73.77858,40.78187,-73.94569,19.93,20.9,19.0,Cash,USER0399,53,Female,DRIVER044,3.8,Luxury,2.0,No
RIDE00308,2023-12-18 02:17:58,40.62975,-73.85757,40.75179,-73.72532,21.68,10.5,30.23,Wallet,USER0250,48,Male,DRIVER048,4.3,Luxury,1.5,Yes
RIDE00309,2023-01-13 10:36:00,40.73849,-74.08602,40.67833,-74.04083,24.47,37.4,10.3,Cash,USER0130,41,Female,DRIVER167,5.0,Luxury,2.0,No
RIDE00310,2023-11-30 00:47:50,40.56223,-73.82814,40.63293,-74.16727,19.67,25.2,25.98,Cash,USER0308,27,Male,DRIVER146,3.8,Economy,1.0,Yes
RIDE00311,2023-05-09 19:42:58,40.5199,-74.03957,40.80336,-73.88323,4.52,20.1,42.62,Wallet,USER0006,38,Male,DRIVER180,4.4,Economy,1.0,Yes
RIDE00312,2023-01-28 23:36:40,40.67725,-73.89751,40.53142,-74.19069,4.55,26.2,8.87,Cash,USER0321,64,Female,DRIVER027,4.0,Economy,1.5,No
RIDE00313,2023-07-19 05:53:06,40.74283,-73.97914,40.80577,-73.90691,11.72,49.0,46.86,Credit Card,USER0355,42,Female,DRIVER162,4.5,SUV,1.2,Yes
RIDE00314,2023-04-03 14:29:36,40.58623,-73.99641,40.53717,-73.81851,20.12,30.5,8.97,Credit Card,USER0203,53,Female,DRIVER005,4.9,Economy,2.0,Yes
RIDE00315,2023-04-19 01:23:20,40.63807,-73.94175,40.77944,-74.13721,24.43,49.7,46.31,Cash,USER0022,19,Female,DRIVER121,4.5,Economy,2.0,Yes
RIDE00316,2023-09-17 04:35:55,40.77129,-74.1719,40.62416,-73.97701,20.55,13.1,13.21,Credit Card,USER0357,58,Male,DRIVER056,4.8,SUV,1.2,No
RIDE00317,2023-07-08 13:59:27,40.71077,-74.16719,40.8066,-73.94978,3.72,20.6,8.89,Cash,USER0393,45,Non-binary,DRIVER187,4.3,Economy,1.5,Yes
RIDE00318,2023-03-25 18:13:14,40.58821,-73.99831,40.87898,-74.12882,11.26,11.6,19.29,Credit Card,USER0230,59,Female,DRIVER182,4.5,Economy,1.2,Yes
RIDE00319,2023-07-29 11:05:40,40.52191,-73.93786,40.85828,-74.11591,18.44,26.4,33.2,Wallet,USER0066,38,Male,DRIVER033,4.3,Economy,2.0,Yes
RIDE00320,2023-02-21 21:20:47,40.87813,-74.11313,40.64538,-73.72369,4.47,36.9,5.9,Credit Card,USER0340,43,Female,DRIVER044,3.5,Economy,2.0,No
RIDE00321,2023-10-08 16:34:48,40.80566,-74.09964,40.86691,-73.92242,8.75,6.9,12.62,Cash,USER0354,29,Non-binary,DRIVER189,4.7,SUV,1.2,Yes
RIDE00322,2023-12-30 00:48:46,40.54799,-74.18346,40.84432,-73.79368,4.06,40.8,5.47,Credit Card,USER0115,38,Female,DRIVER175,3.9,Luxury,2.0,Yes
RIDE00323,2023-12-09 14:47:00,40.67226,-74.01981,40.695,-73.88964,19.42,41.1,33.71,Wallet,USER0037,57,Male,DRIVER131,3.5,SUV,2.0,Yes
RIDE00324,2023-08-10 21:20:12,40.71303,-74.01582,40.54515,-74.11631,9.46,29.4,25.72,Cash,USER0327,20,Non-binary,DRIVER062,4.0,Economy,1.0,No
RIDE00325,2023-08-12 04:43:25,40.72349,-74.00153,40.83831,-73.73909,12.86,54.9,44.47,Wallet,USER0059,59,Non-binary,DRIVER105,4.1,Economy,1.2,No
RIDE00326,2023-07-03 00:47:47,40.64167,-73.85941,40.63945,-74.07456,12.55,24.5,47.45,Wallet,USER0060,36,Male,DRIVER002,4.5,Luxury,2.0,No
RIDE00327,2023-04-05 03:07:36,40.79682,-73.95561,40.70318,-73.70038,24.35,12.7,18.85,Wallet,USER0082,38,Non-binary,DRIVER175,5.0,Luxury,1.0,Yes
RIDE00328,2023-11-01 07:50:37,40.6839,-73.71974,40.78571,-74.09362,15.44,53.5,35.64,Credit Card,USER0462,54,Non-binary,DRIVER134,4.9,Luxury,2.0,No
RIDE00329,2023-07-03 02:00:15,40.62522,-73.92433,40.72246,-74.05934,16.28,30.2,47.42,Credit Card,USER0406,54,Male,DRIVER070,4.3,Economy,2.0,Yes
RIDE00330,2023-11-10 17:08:54,40.66177,-73.78117,40.62085,-73.93296,4.32,5.5,43.91,Credit Card,USER0251,20,Female,DRIVER148,4.2,Luxury,1.0,Yes
RIDE00331,2023-06-08 18:30:19,40.61581,-73.78456,40.73621,-74.15514,23.66,13.7,38.63,Credit Card,USER0035,50,Non-binary,DRIVER187,3.5,Economy,1.5,No
RIDE00332,2023-03-15 04:41:55,40.88648,-74.18627,40.59748,-73.78475,23.12,32.5,38.21,Cash,USER0094,21,Male,DRIVER199,4.7,Luxury,1.0,No
RIDE00333,2023-02-06 10:22:07,40.87905,-73.77309,40.69295,-73.70059,10.2,52.4,18.97,Credit Card,USER0275,64,Female,DRIVER049,4.7,SUV,1.5,Yes
RIDE00334,2023-02-07 07:46:27,40.77584,-74.09284,40.5833,-74.09457,14.18,16.6,22.07,Credit Card,USER0168,63,Non-binary,DRIVER127,4.1,Economy,2.0,Yes
RIDE00335,2023-09-13 01:36:03,40.67468,-74.08744,40.67246,-73.79897,13.93,54.6,17.92,Cash,USER0086,63,Female,DRIVER141,4.6,SUV,1.2,Yes
RIDE00336,2023-06-17 22:33:20,40.67427,-73.87421,40.72688,-73.7273,12.82,33.9,17.55,Credit Card,USER0484,26,Female,DRIVER061,4.3,Economy,1.5,Yes
RIDE00337,2023-05-18 17:51:06,40.53146,-73.76769,40.77765,-73.71018,13.87,33.2,30.43,Credit Card,USER0379,49,Female,DRIVER016,3.7,SUV,2.0,No
RIDE00338,2023-06-14 16:45:07,40.79832,-73.8589,40.76784,-74.06349,6.52,14.6,23.63,Cash,USER0132,22,Male,DRIVER111,4.5,Economy,1.0,No
RIDE00339,2023-06-09 01:18:20,40.81165,-74.13384,40.78476,-74.03918,3.01,13.3,42.59,Cash,USER0490,22,Female,DRIVER055,3.6,SUV,2.0,Yes
RIDE00340,2023-07-01 01:56:08,40.75329,-73.79957,40.54573,-73.7205,18.16,41.1,17.28,Cash,USER0349,26,Female,DRIVER157,4.3,SUV,2.0,No
RIDE00341,2023-12-02 09:13:45,40.57756,-73.89583,40.63015,-73.74299,13.65,36.0,13.97,Wallet,USER0367,27,Non-binary,DRIVER171,4.4,Luxury,1.0,Yes
RIDE00342,2023-10-11 14:13:25,40.64044,-73.84363,40.67809,-73.73887,19.64,30.3,49.07,Cash,USER0477,24,Female,DRIVER100,4.0,Luxury,1.2,Yes
RIDE00343,2023-01-22 02:57:21,40.75818,-74.06231,40.66232,-74.19786,20.47,52.2,16.67,Credit Card,USER0356,51,Female,DRIVER050,4.4,Economy,1.2,Yes
RIDE00344,2023-09-19 22:50:50,40.54112,-73.77421,40.7742,-74.11323,6.26,12.7,24.78,Wallet,USER0204,28,Male,DRIVER136,4.9,Economy,1.0,Yes
RIDE00345,2023-09-11 16:31:13,40.5694,-74.0909,40.82795,-73.85176,3.09,48.2,9.16,Wallet,USER0146,63,Female,DRIVER075,3.8,SUV,1.0,No
RIDE00346,2023-09-08 12:48:25,40.80366,-73.93968,40.758,-74.0036,9.68,41.2,20.98,Credit Card,USER0275,33,Female,DRIVER089,4.3,Economy,1.2,No
RIDE00347,2023-02-08 04:58:28,40.88052,-73.90776,40.58704,-73.76164,5.88,55.8,21.36,Cash,USER0147,23,Female,DRIVER035,4.7,SUV,2.0,Yes
RIDE00348,2023-01-24 02:13:44,40.68558,-73.70029,40.73231,-73.93068,21.41,8.8,39.76,Cash,USER0146,41,Male,DRIVER104,3.6,Economy,1.5,No
RIDE00349,2023-06-06 11:32:46,40.73179,-73.78031,40.82394,-73.79197,9.7,51.2,28.54,Cash,USER0439,40,Female,DRIVER152,4.7,Luxury,2.0,No
RIDE00350,2023-10-10 19:25:36,40.85282,-73.90311,40.76435,-74.13829,12.37,31.6,42.33,Cash,USER0292,39,Female,DRIVER106,4.8,SUV,1.2,No
RIDE00351,2023-05-12 07:13:22,40.89461,-73.85779,40.6166,-74.01181,4.21,57.9,35.92,Credit Card,USER0134,23,Female,DRIVER149,4.6,Economy,2.0,Yes
RIDE00352,2023-11-07 07:51:39,40.88839,-74.03186,40.67886,-74.00662,3.64,38.3,12.67,Cash,USER0056,44,Female,DRIVER074,4.7,Luxury,1.0,No
RIDE00353,2023-12-01 01:45:00,40.67591,-74.03743,40.85097,-73.79407,22.87,14.9,47.73,Wallet,USER0390,39,Male,DRIVER069,4.0,Economy,1.5,Yes
RIDE00354,2023-02-12 20:21:34,40.75255,-73.87194,40.81774,-74.13762,9.66,44.0,31.34,Wallet,USER0062,22,Male,DRIVER064,4.0,Economy,1.0,No
RIDE00355,2023-04-07 10:55:48,40.73657,-73.87427,40.8674,-74.1035,21.38,32.9,12.01,Cash,USER0203,49,Male,DRIVER158,4.9,SUV,1.0,No
RIDE00356,2023-03-16 13:05:23,40.52968,-73.94135,40.78712,-73.82843,19.69,41.2,30.59,Wallet,USER0422,43,Non-binary,DRIVER032,3.7,Economy,1.5,No
RIDE00357,2023-03-15 20:18:28,40.51504,-74.17161,40.89612,-73.85972,4.34,19.3,49.72,Wallet,USER0454,52,Non-binary,DRIVER181,4.8,Luxury,1.2,Yes
RIDE00358,2023-07-28 21:15:05,40.61483,-73.79499,40.7446,-74.10424,12.05,43.4,24.52,Wallet,USER0453,21,Non-binary,DRIVER108,4.7,Luxury,1.0,No
RIDE00359,2023-06-24 20:21:55,40.89095,-74.04021,40.83905,-73.88738,21.05,37.4,34.07,Credit Card,USER0104,51,Non-binary,DRIVER066,4.1,Economy,2.0,No
RIDE00360,2023-02-24 12:52:24,40.73763,-74.18727,40.52496,-74.08943,14.24,36.9,35.69,Cash,USER0487,44,Non-binary,DRIVER166,3.7,Economy,1.5,No
RIDE00361,2023-06-13 07:37:31,40.73213,-74.0522,40.88716,-73.71635,23.35,37.1,17.99,Cash,USER0045,59,Male,DRIVER155,4.4,Economy,1.5,No
RIDE00362,2023-03-13 18:11:22,40.79557,-73.9977,40.72401,-73.95358,11.11,50.6,20.4,Wallet,USER0285,43,Male,DRIVER128,4.7,Luxury,1.5,Yes
RIDE00363,2023-04-19 11:50:56,40.86362,-73.90849,40.54388,-73.89699,6.06,8.7,48.58,Wallet,USER0434,62,Female,DRIVER001,4.8,SUV,1.0,No
RIDE00364,2023-06-29 03:06:24,40.5753,-73.79199,40.51247,-73.70787,6.39,6.6,29.82,Credit Card,USER0255,27,Female,DRIVER030,3.9,Economy,2.0,No
RIDE00365,2023-04-08 09:15:25,40.70055,-73.84332,40.73607,-74.14453,18.93,45.3,38.44,Credit Card,USER0103,53,Male,DRIVER104,4.8,Luxury,2.0,No
RIDE00366,2023-12-06 21:39:02,40.68021,-73.88084,40.78471,-73.94984,3.81,17.7,17.1,Credit Card,USER0066,23,Male,DRIVER152,4.8,Economy,2.0,Yes
RIDE00367,2023-12-25 21:08:53,40.83495,-73.72967,40.67408,-74.10311,17.7,41.6,28.1,Wallet,USER0266,31,Male,DRIVER049,4.7,Economy,1.5,Yes
RIDE00368,2023-01-30 16:58:15,40.53373,-74.0499,40.56936,-73.86391,4.43,32.5,14.48,Credit Card,USER0019,46,Non-binary,DRIVER192,3.7,Luxury,1.0,Yes
RIDE00369,2023-06-22 15:31:11,40.51566,-73.87119,40.72217,-74.11224,18.59,42.4,14.82,Credit Card,USER0241,28,Male,DRIVER065,4.6,Luxury,1.2,Yes
RIDE00370,2023-11-10 14:01:54,40.89639,-74.05311,40.64412,-73.82701,17.71,22.8,16.74,Credit Card,USER0246,25,Male,DRIVER177,3.5,SUV,2.0,Yes
RIDE00371,2023-12-01 05:34:38,40.74392,-73.82954,40.61539,-73.73322,11.19,17.7,46.49,Wallet,USER0056,34,Non-binary,DRIVER033,4.5,Luxury,1.5,No
RIDE00372,2023-11-29 13:49:41,40.86717,-73.92048,40.55022,-73.7595,2.3,47.4,28.27,Credit Card,USER0058,32,Non-binary,DRIVER148,4.3,Luxury,2.0,Yes
RIDE00373,2023-08-02 12:26:00,40.80979,-73.72654,40.75936,-74.06284,3.54,55.4,33.4,Wallet,USER0118,33,Non-binary,DRIVER048,4.4,Luxury,1.2,No
RIDE00374,2023-02-08 10:58:15,40.52095,-73.87278,40.85396,-74.18844,14.96,48.8,26.38,Credit Card,USER0020,21,Male,DRIVER165,4.9,Economy,1.0,No
RIDE00375,2023-01-20 09:11:33,40.63386,-74.08834,40.88999,-73.86113,12.44,10.8,26.03,Wallet,USER0427,59,Female,DRIVER149,4.1,Luxury,1.0,No
RIDE00376,2023-09-11 02:24:51,40.72319,-73.98976,40.55489,-73.85966,15.25,53.4,19.53,Cash,USER0199,61,Male,DRIVER031,5.0,Economy,1.2,Yes
RIDE00377,2023-07-29 08:16:04,40.6008,-74.01416,40.84406,-74.19902,4.8,45.0,30.37,Cash,USER0095,53,Non-binary,DRIVER172,3.7,Economy,1.5,Yes
RIDE00378,2023-11-21 22:43:26,40.88576,-73.96812,40.77816,-73.86345,4.53,26.1,34.62,Wallet,USER0043,19,Female,DRIVER064,5.0,SUV,1.0,Yes
RIDE00379,2023-01-06 02:02:57,40.56015,-74.17316,40.7493,-73.77307,4.39,58.5,45.56,Credit Card,USER0391,21,Female,DRIVER034,4.1,Economy,2.0,No
RIDE00380,2023-02-06 03:39:44,40.76544,-73.90984,40.66965,-73.77783,6.88,55.7,19.51,Credit Card,USER0356,59,Male,DRIVER183,3.8,Economy,1.2,No
RIDE00381,2023-12-26 14:20:40,40.62409,-73.96389,40.65389,-74.13914,1.3,8.4,9.71,Credit Card,USER0413,62,Female,DRIVER011,3.6,Economy,2.0,No
RIDE00382,2023-10-20 06:21:34,40.76485,-74.14009,40.66991,-73.95221,20.95,18.8,21.15,Cash,USER0035,32,Male,DRIVER060,3.8,SUV,1.5,No
RIDE00383,2023-11-26 20:58:19,40.78353,-73.93508,40.69926,-74.17827,11.0,7.1,45.55,Credit Card,USER0124,48,Female,DRIVER064,4.4,Luxury,1.2,Yes
RIDE00384,2023-04-02 13:53:16,40.72357,-73.76458,40.78485,-74.17652,19.37,46.2,12.14,Wallet,USER0224,20,Female,DRIVER191,4.7,Economy,1.2,Yes
RIDE00385,2023-03-06 01:23:07,40.63139,-73.70383,40.87063,-73.93379,12.27,29.3,26.4,Wallet,USER0316,20,Male,DRIVER012,4.7,Luxury,1.2,No
RIDE00386,2023-06-07 01:12:42,40.78113,-73.7064,40.51338,-74.00407,4.36,25.6,20.15,Cash,USER0190,32,Male,DRIVER188,3.5,SUV,2.0,Yes
RIDE00387,2023-07-08 17:34:00,40.89887,-73.70668,40.69331,-73.75995,13.66,39.7,45.63,Cash,USER0225,32,Female,DRIVER019,4.9,SUV,1.5,Yes
RIDE00388,2023-07-06 04:31:13,40.53738,-73.7688,40.73211,-73.70487,23.77,6.6,13.42,Wallet,USER0379,27,Female,DRIVER176,4.1,SUV,1.0,Yes
RIDE00389,2023-03-25 00:16:09,40.7034,-74.15959,40.53203,-73.85523,12.28,14.6,21.11,Cash,USER0074,26,Male,DRIVER102,3.6,Luxury,2.0,Yes
RIDE00390,2023-12-02 15:26:13,40.62355,-73.70668,40.71056,-73.7415,18.34,10.9,12.32,Wallet,USER0227,50,Non-binary,DRIVER035,4.5,Luxury,1.0,Yes
RIDE00391,2023-06-05 13:08:59,40.63669,-74.17099,40.80023,-74.03539,11.66,29.7,29.61,Wallet,USER0306,38,Male,DRIVER056,3.6,Luxury,1.5,No
RIDE00392,2023-12-17 16:55:06,40.5768,-74.09531,40.70678,-73.88735,16.48,12.3,38.84,Wallet,USER0394,38,Male,DRIVER071,4.4,SUV,1.5,No
RIDE00393,2023-01-23 08:40:16,40.56198,-73.91186,40.74403,-73.98403,1.32,40.1,24.76,Wallet,USER0022,42,Male,DRIVER029,3.6,Luxury,1.5,Yes
RIDE00394,2023-03-05 21:17:29,40.81525,-73.80739,40.75227,-73.80139,3.67,35.6,32.75,Wallet,USER0340,58,Non-binary,DRIVER148,4.6,SUV,1.2,No
RIDE00395,2023-05-28 03:33:48,40.71591,-74.1353,40.76749,-73.77975,2.44,15.8,31.71,Cash,USER0479,60,Male,DRIVER001,3.6,Luxury,1.0,No
RIDE00396,2023-01-01 18:14:37,40.71061,-73.9853,40.71568,-73.96321,16.42,32.0,36.25,Credit Card,USER0258,43,Non-binary,DRIVER167,4.1,Luxury,1.5,No
RIDE00397,2023-06-01 10:50:13,40.85056,-73.9613,40.74522,-73.78374,15.5,42.3,37.89,Cash,USER0393,19,Non-binary,DRIVER054,3.8,Economy,1.5,Yes
RIDE00398,2023-04-13 00:36:26,40.7389,-73.93311,40.71401,-73.94016,5.17,17.4,26.31,Cash,USER0499,50,Non-binary,DRIVER184,4.4,Economy,1.5,Yes
RIDE00399,2023-12-26 18:51:02,40.57234,-73.72497,40.68161,-74.16354,4.85,45.8,15.96,Cash,USER0097,36,Male,DRIVER029,3.8,Economy,2.0,Yes
RIDE00400,2023-11-01 13:31:25,40.7499,-73.82158,40.72959,-73.98074,10.51,28.9,37.55,Wallet,USER0394,49,Female,DRIVER179,4.4,SUV,1.0,No
RIDE00401,2023-11-01 08:44:48,40.78847,-74.19104,40.64117,-73.97677,11.17,34.1,32.04,Credit Card,USER0108,19,Non-binary,DRIVER004,4.2,Economy,1.5,No
RIDE00402,2023-06-26 21:55:38,40.64572,-73.8332,40.61785,-73.71274,23.76,48.5,26.72,Wallet,USER0372,60,Female,DRIVER106,4.1,Luxury,2.0,Yes
RIDE00403,2023-04-21 20:44:58,40.88784,-73.76151,40.77802,-74.0113,11.9,9.7,23.05,Wallet,USER0163,63,Female,DRIVER028,3.7,Economy,1.2,No
RIDE00404,2023-06-14 00:36:11,40.80096,-74.14865,40.62163,-73.85332,18.07,6.3,6.81,Credit Card,USER0023,62,Male,DRIVER088,4.6,SUV,1.0,No
RIDE00405,2023-09-28 05:32:34,40.5936,-74.04694,40.60418,-74.169,7.19,57.8,46.8,Wallet,USER0292,44,Male,DRIVER053,3.8,Economy,1.2,No
RIDE00406,2023-10-11 08:39:32,40.88624,-74.17714,40.73126,-74.17261,14.73,10.3,15.54,Cash,USER0008,53,Male,DRIVER115,3.9,SUV,1.2,No
RIDE00407,2023-11-01 14:48:17,40.86159,-73.97204,40.76253,-73.98408,8.34,6.8,47.06,Wallet,USER0486,22,Male,DRIVER037,3.5,Luxury,1.5,No
RIDE00408,2023-08-04 10:48:22,40.77132,-73.93794,40.79495,-74.17211,6.46,12.7,46.71,Credit Card,USER0079,20,Non-binary,DRIVER038,4.2,Economy,2.0,No
RIDE00409,2023-09-15 03:54:45,40.67624,-73.85661,40.6939,-73.77504,23.35,5.3,9.85,Credit Card,USER0175,30,Non-binary,DRIVER186,4.2,Luxury,1.0,No
RIDE00410,2023-10-07 07:53:53,40.81125,-73.70193,40.53074,-73.89135,7.52,47.6,24.17,Credit Card,USER0441,55,Male,DRIVER166,3.9,Luxury,1.0,No
RIDE00411,2023-07-09 10:34:47,40.66746,-73.82494,40.60082,-73.76771,3.21,36.3,17.12,Credit Card,USER0487,20,Male,DRIVER032,3.7,Luxury,1.0,Yes
RIDE00412,2023-03-02 14:08:54,40.57988,-73.74655,40.61009,-73.888,10.06,52.5,30.99,Credit Card,USER0129,31,Male,DRIVER095,4.6,Luxury,1.0,No
RIDE00413,2023-03-15 15:07:29,40.8492,-74.19044,40.79657,-73.9679,23.83,23.7,31.69,Wallet,USER0472,32,Female,DRIVER084,4.2,Luxury,2.0,Yes
RIDE00414,2023-04-26 08:56:12,40.69224,-73.70756,40.86405,-73.88989,18.84,42.5,12.38,Credit Card,USER0090,55,Male,DRIVER106,3.7,Economy,1.2,Yes
RIDE00415,2023-03-26 00:41:27,40.87372,-74.18904,40.76366,-73.87454,10.61,57.7,12.49,Credit Card,USER0180,49,Non-binary,DRIVER097,4.1,Economy,1.5,Yes
RIDE00416,2023-01-23 17:35:07,40.70636,-74.13842,40.57016,-74.18701,2.34,45.1,18.53,Credit Card,USER0237,18,Male,DRIVER169,4.8,Luxury,2.0,Yes
RIDE00417,2023-08-13 03:48:24,40.53355,-73.80394,40.59448,-73.90609,10.41,34.0,31.86,Cash,USER0103,40,Female,DRIVER133,4.5,SUV,1.5,Yes
RIDE00418,2023-10-13 08:49:46,40.67973,-73.87984,40.71096,-74.19386,20.74,15.5,36.39,Cash,USER0462,62,Non-binary,DRIVER175,4.4,Economy,1.0,Yes
RIDE00419,2023-07-30 01:12:19,40.83242,-73.88843,40.89363,-73.90356,24.42,16.4,28.58,Credit Card,USER0330,23,Female,DRIVER071,4.0,SUV,2.0,Yes
RIDE00420,2023-01-24 06:37:32,40.8642,-74.17602,40.73822,-73.74782,15.52,50.5,47.82,Wallet,USER0029,55,Non-binary,DRIVER114,4.3,Economy,1.2,Yes
RIDE00421,2023-10-18 16:57:04,40.85385,-73.78194,40.83505,-73.94555,2.85,32.5,30.56,Cash,USER0201,41,Male,DRIVER170,3.6,Economy,1.2,No
RIDE00422,2023-05-02 16:31:13,40.66596,-74.14211,40.66518,-73.9593,17.62,24.6,11.28,Cash,USER0195,50,Male,DRIVER052,4.8,SUV,1.2,No
RIDE00423,2023-01-23 17:30:28,40.64958,-74.1382,40.76427,-74.10704,12.46,54.5,34.85,Cash,USER0079,28,Non-binary,DRIVER163,4.6,Luxury,1.5,No
RIDE00424,2023-01-20 20:47:22,40.53264,-73.84907,40.56691,-74.17796,16.66,51.9,40.49,Credit Card,USER0485,43,Male,DRIVER038,4.7,Economy,2.0,No
RIDE00425,2023-08-15 16:14:46,40.62747,-73.85713,40.83673,-73.90774,10.72,49.1,7.42,Wallet,USER0150,31,Male,DRIVER053,4.9,Economy,1.2,Yes
RIDE00426,2023-07-05 07:13:25,40.78588,-73.98956,40.60576,-73.87415,10.13,29.1,9.07,Wallet,USER0259,27,Male,DRIVER100,4.9,Economy,1.2,Yes
RIDE00427,2023-07-15 09:48:30,40.55842,-73.93985,40.52101,-73.90817,2.31,39.4,40.68,Cash,USER0033,52,Female,DRIVER091,5.0,Luxury,1.5,Yes
RIDE00428,2023-12-24 14:00:53,40.86696,-73.84964,40.69049,-74.12719,9.92,53.1,11.37,Cash,USER0116,18,Male,DRIVER049,4.3,Luxury,1.5,Yes
RIDE00429,2023-11-28 08:06:14,40.83244,-73.75069,40.8793,-73.89834,11.18,36.3,20.57,Credit Card,USER0095,58,Female,DRIVER171,4.9,Luxury,1.0,Yes
RIDE00430,2023-07-26 22:00:38,40.68764,-73.89115,40.59346,-73.71486,7.48,12.0,22.82,Cash,USER0322,65,Non-binary,DRIVER170,3.6,Luxury,1.0,Yes
RIDE00431,2023-03-03 00:39:58,40.86234,-73.80762,40.65603,-73.87116,3.51,33.4,25.73,Wallet,USER0100,57,Male,DRIVER063,4.7,Economy,1.0,Yes
RIDE00432,2023-01-23 03:22:12,40.58626,-73.8955,40.71218,-74.08131,9.7,10.6,34.64,Cash,USER0172,36,Non-binary,DRIVER126,3.5,Luxury,2.0,Yes
RIDE00433,2023-07-17 16:52:40,40.87609,-73.78425,40.61552,-73.92028,19.69,32.4,14.02,Wallet,USER0337,35,Non-binary,DRIVER126,4.9,Luxury,1.2,Yes
RIDE00434,2023-02-01 13:01:11,40.6693,-74.02104,40.6528,-74.02809,9.05,7.8,12.74,Cash,USER0370,53,Male,DRIVER071,4.5,SUV,1.2,Yes
RIDE00435,2023-11-27 17:08:25,40.59506,-74.11981,40.7121,-73.87972,6.75,34.7,18.84,Credit Card,USER0225,41,Female,DRIVER112,3.9,SUV,1.5,Yes
RIDE00436,2023-03-14 04:22:16,40.59538,-73.74482,40.53895,-74.1658,4.91,6.2,13.31,Wallet,USER0013,50,Male,DRIVER013,5.0,Economy,2.0,Yes
RIDE00437,2023-01-27 05:02:59,40.74912,-73.95967,40.64153,-73.96214,3.56,50.2,43.6,Cash,USER0447,42,Male,DRIVER065,3.8,Economy,1.2,No
RIDE00438,2023-08-20 08:04:41,40.83468,-74.19363,40.74419,-73.9663,6.09,20.9,24.64,Wallet,USER0226,28,Male,DRIVER001,4.2,Economy,1.0,Yes
RIDE00439,2023-01-27 05:55:55,40.71442,-74.14478,40.60904,-73.774,1.26,50.5,37.59,Wallet,USER0036,30,Female,DRIVER111,3.6,Economy,1.2,No
RIDE00440,2023-09-20 07:57:05,40.73002,-73.95295,40.82093,-74.03217,22.83,26.5,11.94,Cash,USER0432,56,Male,DRIVER119,3.7,Luxury,2.0,Yes
RIDE00441,2023-12-01 19:02:46,40.61651,-73.81024,40.73367,-74.03569,5.51,24.7,29.99,Cash,USER0126,34,Male,DRIVER041,4.9,SUV,1.0,Yes
RIDE00442,2023-04-02 20:22:28,40.64113,-73.83821,40.77012,-73.76195,5.84,53.0,39.9,Credit Card,USER0309,39,Male,DRIVER016,4.0,Luxury,2.0,Yes
RIDE00443,2023-06-06 14:08:00,40.57493,-73.87783,40.76876,-73.95203,23.3,13.7,5.22,Cash,USER0271,30,Non-binary,DRIVER016,4.9,SUV,1.5,No
RIDE00444,2023-02-16 08:48:17,40.70939,-73.71135,40.70798,-73.88062,6.77,20.8,12.17,Cash,USER0148,38,Female,DRIVER192,3.8,Luxury,1.0,Yes
RIDE00445,2023-12-12 02:01:03,40.88136,-74.17496,40.89729,-73.96673,3.04,34.4,9.5,Cash,USER0286,34,Non-binary,DRIVER118,4.9,Economy,2.0,Yes
RIDE00446,2023-08-10 22:44:31,40.81456,-73.76293,40.50423,-73.95963,14.68,18.3,29.74,Wallet,USER0083,43,Female,DRIVER135,4.1,Luxury,1.0,No
RIDE00447,2023-04-06 22:37:53,40.50813,-74.01989,40.52718,-73.79267,2.08,33.5,22.73,Cash,USER0074,25,Female,DRIVER075,4.2,Economy,1.0,No
RIDE00448,2023-08-13 22:17:06,40.51741,-73.987,40.71011,-74.01204,24.68,38.6,14.56,Wallet,USER0281,59,Male,DRIVER053,4.9,Economy,1.5,Yes
